(12/17/2017) WARN  -> Play Sound Effect called, but no valid sound effect supplied [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/sound.cpp:131]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/17/2017) WARN  -> Unable to locate file for sprite2 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite2.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite3 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite3.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite4 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite4.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite5 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite5.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite6 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite6.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite7 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite7.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite8 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite14.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite9 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite15.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite10 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite16.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite11 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite17.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite12 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite18.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite13 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite19.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite14 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite20.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite15 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite21.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite16 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite12.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite17 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite11.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite18 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite9.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite19 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite22.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for sprite20 (C:\users\eddie\documents\github\Task-1.4\Resources\images\sprite23.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(12/17/2017) WARN  -> Unable to locate file for aura (C:\users\eddie\documents\github\Task-1.4\Resources\sounds\aura.wav) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/sound.cpp:78]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Play Sound Effect called, but no valid sound effect supplied [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/sound.cpp:131]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:212]
(12/18/2017) WARN  -> Play Sound Effect called, but no valid sound effect supplied [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/sound.cpp:131]
